FDA_PreferredTerm	FDA_UNII	RxNorm_CUI	DrugBank_Name	DrugBank_CUI	ChEBI_CUI
4H-IMIDAZO(1,5-A)(1,4)BENZODIAZEPINE, 8-CHLORO-6-(2-FLUOROPHENYL)-1-METHYL-	W7TTW573JJ	6960	None	None	None
FARNESYL ACETATE	2ARF3ZNJ1R	1487114	None	None	None
ETHYLCELLULOSE (7 MPA.S)	H3UP11403C	1312575	None	None	None
PPG-2 MYRISTYL ETHER PROPIONATE	88R97D8U8A	1426407	None	None	None
ALBUTEROL	QF8SVZ843E	435	None	None	None
METHDILAZINE HYDROCHLORIDE	T0GSO02UEZ	91121	None	None	None
THEOPHYLLINE SODIUM GLYCINATE	2S36N8T753	155075	None	None	None
PEG-5 GLYCERYL STEARATE	8CAC4NQ872	1313177	None	None	None
GRISEOFULVIN,MICROSIZE	32HRV3E3D5	91077	None	None	None
3,5,9-TRIOXA-4-PHOSPHATRICOSAN-1-AMINIUM, 4-HYDROXY-N,N,N-TRIMETHYL-10-OXO-7-((1-OXOTETRADECYL)OXY)-, INNER SALT, 4-OXIDE	U86ZGC74V5	1362902	None	None	None
THUJA OCCIDENTALIS ROOT EXTRACT	12958C0BR3	1309991	None	None	None
STROPHANTHUS GRATUS SEED	S81N5ILG2E	1435638	None	None	None
HYDROXYPROPYL DISTARCH PHOSPHATE, HIGH AMYLOSE CORN	9F8ET54T05	1312394	None	None	None
LITCHI CHINENSIS SEED EXTRACT	9294024N9Q	1307805	None	None	None
LYRICA	55JG375S6M	593441	None	None	CHEBI_64356
THUJOPSIS DOLABRATA LEAFY TWIG	P24JH909CP	1312372	None	None	None
ALLERGENIC EXTRACT, CANADA BLUEGRASS POLLEN	50HCQ1NYV5	1014731	None	None	None
BUPIVACAINE HYDROCHLORIDE ANHYDROUS	AKA908P8J1	1375412	None	None	None
BUTRIPTYLINE HCL	LIJ2H8658W	324004	None	None	None
METHOXYFLURANE	30905R8O7B	6857	Methoxyflurane	DB01028	None
2'-DEOXY-5-ETHYLURIDINE	15ZQM81Y3R	49428	None	None	None
DIENESTROL	RRW32X4U1F	3368	Dienestrol	DB00890	CHEBI_4518
RAMELTEON	901AS54I69	596205	Ramelteon	DB00980	None
LETAIRIS	HW6NV07QEC	722117	None	None	None
PREGN-4-ENE-3,20-DIONE	4G7DS2Q64Y	8727	None	None	None
MELALEUCA ALTERNIFOLIA OIL	VIF565UC2G	69627	None	None	None
NITROFURAL	X8XI70B5Z6	7455	None	None	None
CHLOROMETHYL METHYL ETHER	334G5B96VG	1312362	None	None	None
BICHLOROACETIC ACID	9LSH52S3LQ	155021	None	None	None
AMANITA PANTHERINA WHOLE	809JM7W60V	1441298	None	None	None
EUPATORIUM CAPILLIFOLIUM POLLEN	B67NF86HF0	867218	None	None	None
GLYCERYL 1,2-DIOLEATE	ADK3G923Z3	1426915	None	None	None
TRIETHANOLAMINE LACTATE	064C51N81O	1312086	None	None	None
YEASTS	3NY3SM6B8U	11384	None	None	None
LYCIUM CHINENSE FRUIT	TG711Q7A1Q	1311635	None	None	None
SISOMICIN	X55XSL74YQ	9806	None	None	None
PYRACANTHA FORTUNEANA FRUIT	6E8XHC430P	1311666	None	None	None
SODIUM C12-14 OLEFIN SULFONATE	7I962MCQ71	1366909	None	None	None
PEGINESATIDE ACETATE	44STI720CW	1248797	None	None	None
INVANZ	2T90KE67L0	352721	None	None	None
DIPIVEFRIN HCL	5QTH9UHV0K	203156	None	None	None
1,2-DIBROMO-3-CHLOROPROPANE	96K0FD4803	1367191	None	None	None
TETRASILANE	OI9DXJ0BL4	1359283	None	None	None
FENUGREEK SEED PREPARATION	654825W09Z	360375	None	None	None
BENZENESULFONIC ACID, 2,5-DIHYDROXY-, COMPD. WITH N-ETHYLETHANAMINE (1:1)	24YL531VOH	4112	None	None	None
FIRAZYR	325O8467XK	1148142	None	None	CHEBI_68564
ANNATTO EXTRACT	6PQP1V1B6O	1313764	None	None	None
ANGELICA ACUTILOBA ROOT OIL	96L0Z12X98	1371908	None	None	None
EPIMEDIUM GRANDIFLORUM TOP	137PC46F89	1311044	None	None	None
HALOBETASOL PROPIONATE	91A0K1TY3Z	45318	None	None	None
CHERRY BIRCH POLLEN EXTRACT	JQ5HI5004M	852144	None	None	None
NALTREXONE HYDROCHLORIDE	Z6375YW9SF	105069	None	None	None
CARPROFEN	FFL0D546HO	20343	None	None	CHEBI_364453
PORFIMER	M15H03K69B	23066	None	None	None
DIMETHYLACETAMIDE	JCV5VDB3HY	1368874	None	None	None
GLUTAMINE	0RH81L854J	4885	D-Glutamine	DB02174	CHEBI_18050
RUMEX CRISPUS POLLEN	V825XJG64G	852209	None	None	None
METYROSINE	DOQ0J0TPF7	266604	Metyrosine	DB00765	None
GELATIN HYDROLYSATE (PORCINE SKIN, MW 3000)	0K9R94573C	1366990	None	None	None
N-ETHYL-N,N-DIMETHYL-2-(BENZILOYLOXY)ETHYLAMMONIUM	676774V4XX	28381	None	None	None
SODIUM LAURETH-2 SULFATE	ZZQ59TY3KG	1364899	None	None	None
PPG-20 METHYL GLUCOSE ETHER	3WV1T97D3K	1368183	None	None	None
CLEMATIS VITALBA PRE-FLOWERING TOP	490F0009OP	1309748	None	None	None
BOS TAURUS SYMPATHETIC NERVE	WU6MQV435F	1310296	None	None	None
TBHQ	C12674942B	1362739	None	None	None
SODIUM IODIDE I-131	29VCO8ACHH	91535	None	None	None
SENECIO VULGARIS EXTRACT	W6MU8IYV12	1485120	None	None	None
METHYLENE DIPHOSPHONIC ACID	73OS0QIN3O	29844	None	None	None
2H-1,4-BENZODIAZEPIN-2-ONE, 7-CHLORO-1,3-DIHYDRO-3-HYDROXY-1-METHYL-5-PHENYL-	CHB1QD2QSS	10355	None	None	None
URECHOLINE	H4QBZ2LO84	11004	None	None	None
POLYMANNOACETATE	UZ29E6L2X8	1426875	None	None	None
OPUNTIA FICUS-INDICA	23Z87HTQ6P	1426950	None	None	None
ORUVAIL	90Y4QC304K	152174	None	None	None
L-ASPARAGINE	5Z33R5TKO7	1157	None	None	None
MENFEGOL	FX89Y239GL	31575	None	None	None
PHYSALIS ALKEKENGI FRUIT	2042VC712P	1435097	None	None	None
TRIENTINE HYDROCHLORIDE	HC3NX54582	235370	None	None	None
COLESTIPOL	K50N755924	2685	None	None	None
MUCOR RACEMOSUS IMMUNOSERUM RABBIT	83EHL3RVHX	1313972	None	None	None
ONOPORDUM	AP97AUF88E	1371999	None	None	None
B28-ASP-INSULIN	D933668QVX	51428	None	None	None
ASPERGILLUS NIGER	9IOA40ANG6	854082	None	None	None
ALUMINUM STARCH OCTENYLSUCCINATE	I9PJ0O6294	1426415	None	None	None
CARBAZOCHROME	81F061RQS4	2011	None	None	None
NAPHCON A	NYW905655B	218598	None	None	None
BETHANECHOL	004F72P8F4	19257	None	None	None
ZINC PHENOLSULFONATE	4O71YT5YB5	89831	None	None	None
OIL OF CAMPHOR	75IZZ8Y727	1297880	None	None	None
GENTIANA MACROPHYLLA ROOT	6559FC0U1B	1309427	None	None	None
CUPRIC ARSENITE	SK8L60BCSQ	1311628	None	None	None
RETROVIR	4B9XT59T7S	202791	None	None	None
DIETHYL PHTHALATE	UF064M00AF	1362921	None	None	None
FLUPHENAZINE HCL	ZOU145W1XL	203207	None	None	None
SANGUISORBA MINOR ROOT	11YGU8I0TT	1307575	None	None	None
KETOPROFEN LYSINE	5WD00E3D4C	28199	None	None	None
CHAMOMILE EXTRACT	FGL3685T2X	1309226	None	None	None
FLUDEOXYGLUCOSE F-18	0Z5B2CJX4D	1362737	None	None	None
BENADRYL	TC2D6JAD40	203457	None	None	None
NALTREXONE HCL	Z6375YW9SF	105069	None	None	None
BLEOMYCIN	40S1VHN69B	1622	None	None	None
ADENOSINE 5'-(TETRAHYDROGEN TRIPHOSPHATE)	8L70Q75FXE	318	None	None	None
URSO	724L30Y2QR	220706	None	None	None
5,7-DICHLORO-2-METHYL-8-QUINOLINOL	D6VHC87LLS	2407	None	None	None
ARALAST	F43I396OIS	542373	None	None	None
EMETINE HCL	U52OG12P96	82015	None	None	None
CHLORCYCLIZINE	M26C4IP44P	2354	None	None	None
SIPULEUCEL-T	8Q622VDR18	997261	None	None	None
PEXEVA	M711N184JE	541657	None	None	None
TRIPTERYGIUM WILFORDII WHOLE	GBE347P41D	1440289	None	None	None
MELOXICAM	VG2QF83CGL	41493	Meloxicam	DB00814	None
BIOALLETHRIN	G79DM7O471	19338	None	None	None
ATRIPLEX CANESCENS POLLEN	26U0BU8G83	852074	None	None	None
FLOLAN	4K04IQ1OF4	114221	None	None	CHEBI_15552
FENOXAZOLINE HCL	6K28Y098S7	236387	None	None	None
ASPERGILLUS FLAVUS VAR. ORYZAE PROTEASE	Z3GVO2327F	1307040	None	None	None
2,4,7-PTERIDINETRIAMINE, 6-PHENYL-	WS821Z52LQ	10763	None	None	None
TEA-LACTATE	064C51N81O	1312086	None	None	None
AEROBID	QK4DYS664X	215045	None	None	None
CITRATED ZINC	K72I3DEX9B	236911	None	None	None
SONATA	S62U433RMH	261654	None	None	None
POLIOVIRUS VACCINE INACTIVATED, TYPE 1 (MAHONEY)	0LVY784C09	763096	None	None	None
ANACYCLUS PYRETHRUM ROOT EXTRACT	X820IRW34J	1309397	None	None	None
CETYL ESTERS WAX	D072FFP9GU	1311570	None	None	None
MEGLUMINE GADOPENTETATE	RH248G8V27	25486	None	None	CHEBI_31797
PILOCARPINE	01MI4Q9DI3	8328	Pilocarpine	DB01085	None
HELLEBORUS	332Y7EES96	1351001	None	None	None
LINCOMYCIN HCL	M6T05Z2B68	82036	None	None	None
ULMUS PARVIFOLIA POLLEN	IU0Z41653U	852844	None	None	None
BENZETHONIUM	1VU15B70BP	1390	None	None	None
SUXAMETHONIUM CHLORIDE	I9L0DDD30I	3565	None	None	None
IODOHIPPURATE I123 SODIUM	4NW20GFQ7H	91551	None	None	None
ASPARAGUS	Z1EJP3037Z	891796	None	None	None
PEG-2 STEARATE	94YQ11Y95F	1363597	None	None	None
POLIOVIRUS VACCINE INACTIVATED, TYPE 3 (SAUKETT)	459ROM8M9M	763100	None	None	None
SCHINUS MOLLE POLLEN	M0G28FH9K1	852140	None	None	None
RHODIOLA CRENULATA ROOT	G7TMD86VH5	1372932	None	None	None
AZLOCILLIN	HUM6H389W0	1266	Azlocillin	DB01061	CHEBI_2956
GABAPENTIN	6CW7F3G59X	25480	Gabapentin	DB00996	None
DICOBALT EDETATE	UKC6GH80QR	288331	None	None	None
PEG 6000	30IQX730WE	1314384	None	None	None
MIGLUSTAT	ADN3S497AZ	402316	Miglustat	DB00419	CHEBI_50381
BACKHOUSIA CITRIODORA LEAF	FKN73KG747	1367123	None	None	None
OXYPHENCYCLIMINE	4V44H1O8XI	32698	None	None	None
POTENTILLA ANSERINA WHOLE	I5G2JR395W	1442994	None	None	None
5-METHOXYTRYPTAMINE	3VMW6141KC	1426888	None	None	None
THYROID (BEEF)	MN18OTN73W	325521	None	None	None
COPAIBA OIL (COPAIFERA OFFICINALIS)	64VX45Y68N	1306136	None	None	None
PRAZOSIN HCL	X0Z7454B90	203210	None	None	None
CETYL PEG/PPG-10/1 DIMETHICONE (HLB 5)	035JKJ76MT	1306941	None	None	None
PLATANUS OCCIDENTALIS WHOLE	A8520YN83L	1440278	None	None	None
VALACICLOVIR HYDROCHLORIDE	G447S0T1VC	236081	None	None	None
MIMOSA PUDICA LEAF	4I65KLV2A9	1435523	None	None	None
FAGUS SYLVATICA FLOWER	21AF0IHY5U	1309466	None	None	None
METHANDRIOL	5730Z864KG	6817	None	None	None
TRICHLOROMETHIAZIDE	Q58C92TUN0	10772	None	None	None
SESAME SEED ALLERGENIC EXTRACT	7Y1255HVXR	901199	None	None	None
ETHANEDIOIC ACID	9E7R5L6H31	1427058	None	None	CHEBI_16995
BRISDELLE	M711N184JE	1430123	None	None	None
HELICIDINE	V7BWF76AP0	233562	None	None	None
VIBRIO COMMA	4M0784008H	1432992	None	None	None
PANAX NOTOGINSENG ROOT	GQX1C1175U	1365707	None	None	None
SODIUM C12-15 PARETH-3 SULFATE	19Q4RW8UWP	1364516	None	None	None
LACTIC ACID	33X04XA5AT	28393	None	None	None
DIATRIZOATE SODIUM	V5403H8VG7	3321	None	None	None
CYCLOSPORINE	83HN0GTJ6D	3008	None	None	CHEBI_4031
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-181 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED)	BH0R06YXFZ	1303850	None	None	None
BETHANIDINE	W8S3YM7AUU	1523	Bethanidine	DB00217	None
AGROSTIS GIGANTEA TOP EXTRACT	A5ODF78EPD	1310102	None	None	None
BUPLEURUM CHINENSE ROOT EXTRACT	BMA22623YK	1307736	None	None	None
ADANSONIA DIGITATA FRUIT PULP	P65OHK3GHP	1424863	None	None	None
RIFAMPIN	VJT6J7R4TR	9384	None	None	CHEBI_28077
MAPROTILINE	2U1W68TROF	6646	Maprotiline	DB00934	None
PANTOPRAZOLE SODIUM	6871619Q5X	253191	None	None	None
BACILLUS CALMETTE-GUERIN SUBSTRAIN TICE LIVE ANTIGEN	2XQ558L16Z	221050	None	None	None
METHYLCELLULOSE (400 MPA.S)	O0GN6F9B2Y	1313702	None	None	None
VITEX AGNUS-CASTUS WHOLE	9HDT03PZ0N	1441400	None	None	None
NIMESULIDE	V4TKW1454M	53694	Nimesulide	DB04743	None
GUANADREL SULFATE	MT147RMO91	91239	None	None	None
POTASSIUM ASPARAGINATE	P1CVX5FD7Y	1313174	None	None	None
SPIRO(BENZOFURAN-2(3H),1'-(2)CYCLOHEXENE)-3,4'-DIONE, 7-CHLORO-2',4,6-TRIMETHOXY-6'-METHYL-, (1'S-TRANS)-	32HRV3E3D5	5021	None	None	None
ELYMUS REPENS ROOT EXTRACT	3IXW0F6P8W	1310134	None	None	None
MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y	CBZ4BH7TJ1	314725	None	None	None
TRETINOIN	5688UTC01R	10753	Tretinoin	DB00755	CHEBI_15367
STACHYS OFFICINALIS	UO9989Y17N	1442792	None	None	None
CALCIUM DIHYDROGEN PHOSPHATE	701EKV9RMN	236560	None	None	None
TICLID	A1L4914FMF	227257	None	None	None
FLUMETHASONE	LR3CD8SX89	4458	None	None	None
SODIUM CHLORIDE	451W47IQ8X	9863	None	None	None
BACILLUS ANTHRACIS IMMUNOSERUM RABBIT	41LZ22DD4N	1322549	None	None	None
ABACAVIR	WR2TIP26VS	190521	Abacavir	DB01048	None
POTASSIUM MERCURIC IODIDE	7N83S6IU0F	1426940	None	None	None
ASENAPINE	JKZ19V908O	784649	None	None	CHEBI_71253
VITAMIN B12	P6YC3EG204	11248	None	None	None
VITAMIN B15	MPQ53A9F5C	7886	None	None	None
2,3-DIMERCAPTO-1-PROPANESULFONIC ACID	086L82361J	10991	None	None	None
CERATONIA SILIQUA WHOLE	12640NNX2M	1366322	None	None	None
ADENOSINE CYCLIC PHOSPHATE	E0399OZS9N	1314330	None	None	None
JUNIPERUS SABINA LEAF	0R715588D2	1310161	None	None	None
ANGELICA DAHURICA WHOLE	667W6C5J4P	1490679	None	None	None
ACETYL DIPEPTIDE-1 CETYL ESTER	3M7W78X5IR	1374852	None	None	None
LOXOSCELES RECLUSA	039G4OZ3G2	1426420	None	None	None
DIPENTAMETHYLENETHIURAM DISULPHIDE	CR113982E5	1426773	None	None	None
FLUFENAMATE	60GCX7Y6BH	618272	None	None	None
N-BUTYLDEOXYNOJIRIMYCIN	ADN3S497AZ	402316	None	None	None
FERRATE(2-), PENTAKIS(CYANO-C)NITROSYL-, (OC-6-22)-	169D1260KM	7476	None	None	None
ALUMINUM STEARATE	U6XF9NP8HM	46243	None	None	None
HYOSCINE BUTYLBROMIDE	0GH9JX37C8	1851	None	None	None
DEMELVERINE HCL	T568N7L7GE	236796	None	None	None
DIMETHOXANATE HCL	N5I6SR31GJ	235424	None	None	None
NIACINAMIDE ASCORBATE	JTL8B7TVW7	1363721	None	None	None
4-PHENYLENEDIAMINE	U770QIT64J	1362740	None	None	None
MERACTINOMYCIN	1CC1JFE158	3100	None	None	None
POLYOXYETHYLENE	3WJQ0SDW1A	8516	None	None	None
IRON OXIDE	1K09F3G675	1310572	None	None	None
OXYMETAZOLINE	8VLN5B44ZY	7812	Oxymetazoline	DB00935	None
DROSERA ROTUNDIFOLIA EXTRACT	QR44N9XPJQ	283557	None	None	None
DIOSMIN	7QM776WJ5N	3489	None	None	None
THEOBROMINE	OBD445WZ5P	10437	Theobromine	DB01412	None
PNEUMOCOCCAL CAPSULAR POLYSACCHARIDE TYPE 17F VACCINE	3RED79E75R	854942	None	None	None
MELATONIN	JL5DK93RCL	6711	Melatonin	DB01065	None
POTASSIUM COCOATE	F8U72V8ZXP	1426445	None	None	None
CITRUS AURANTIUM FRUIT RIND	055456JHI7	1306206	None	None	None
BUNAZOSIN HYDROCHLORIDE	18V54TZ7U6	236888	None	None	None
ACETYL TRIBUTYL CITRATE	0ZBX0N59RZ	1362881	None	None	None
PRAMIVERINE	157NY06G9T	190433	None	None	None
OBIDOXIME CHLORIDE	3HXR312Z9M	7605	None	None	None
PHENYTOIN	6158TKW0C5	8183	Phenytoin	DB00252	None
CARDAMOM	8BC4CUT4JL	1314587	None	None	None
GLEDITSIA SINENSIS FRUIT	A6W0J6UO7Q	1311596	None	None	None
BENZATHINE PHENOXYMETHYLPENICILLIN	3T4EMH59ZU	18926	None	None	None
ENTADA PHASEOLOIDES LEAF	W20C93AH7K	1310085	None	None	None
7-(3-AMINOMETHYL-4-METHOXYIMINO-PYRROLIDINE-1-YL)-1-CYCLOPROPYL-6-FLUORO-4-OXO-1,4-DIHYDRO-(1,8)-NAPHTHYRIDINE-3-CARBOXYLIC ACID	OKR68Y0E4T	138099	None	None	None
EPROZINOL HCL	X9AMI360PI	402567	None	None	None
DUNGENESS CRAB, COOKED	FA65C77K7H	1315114	None	None	None
GINKGO BILOBA EXTRACT	19FUJ2C58T	236809	None	None	None
TACROLIMUS MONOHYDRATE	WM0HAQ4WNM	484288	None	None	None
VISCUM ALBUM FRUIT	P83EQ521R3	1310131	None	None	None
2',4',5',7'-TETRAIODOFLUORESCEIN	1A878FZQ9B	4061	None	None	None
IMIDODICARBONIMIDIC DIAMIDE, N-(2-PHENYLETHYL)-	DD5K7529CE	8129	None	None	None
ATTENUVAX	MFZ8I7277D	91887	None	None	None
NEUTREXIN	L137U4A79K	202983	None	None	None
BETAXOLOL HCL	6X97D2XT0O	142144	None	None	None
ESZOPICLONE	UZX80K71OE	461016	Eszopiclone	DB00402	CHEBI_53760
PHENTOLAMINE MESYLATE	Y7543E5K9T	227240	None	None	None
DODECANOIC ACID, 1,2,3-PROPANETRIYL ESTER	7FP2Z3RVUV	1368880	None	None	None
TADALAFIL	742SXX0ICT	358263	Tadalafil	DB00820	None
QUINAGOLIDE HYDROCHLORIDE	33474X943Y	236233	None	None	None
FLUORESCEIN	TPY09G7XIR	25138	Fluorescein	DB00693	None
LEMON PEEL	72O054U628	1314594	None	None	None
DISODIUM MYRISTOYL GLUTAMATE	3LVY1001N6	1364791	None	None	None
SODIUM POLYACRYLATE (8000 MW)	285CYO341L	1366975	None	None	None
BENZAMIDE, 5-(AMINOSULFONYL)-4-CHLORO-N-(2,6-DIMETHYLPHENYL)-2-HYDROXY-	4S9EY0NUEC	11371	None	None	None
VITAMIN A PALMITATE	1D1K0N0VVC	35406	None	None	None
BRASSICA RAPA POLLEN	85Z8OHV3K7	852205	None	None	None
CETRIMIDE	24QSH2NL8N	288088	None	None	CHEBI_3567
HYDROGENATED AVOCADO OIL	JA69U4B4XI	1440252	None	None	None
PALMITIC ACID	2V16EO95H1	1426390	Palmitic Acid	DB03796	None
PARACETALDEHYDE	S6M3YBG8QA	7909	None	None	None
PHENOXYETHANOL	HIE492ZZ3T	89552	None	None	None
ALUMINIUM HYDROXIDE	5QB0T2IUN0	612	None	None	None
GLYCYL GLYCINE	10525P22U0	1362904	None	None	None
HEXYLDECANOL	151Z7P1317	1363575	None	None	None
AMMONIUM SILICOFLUORIDE	1X545W620G	314494	None	None	None
CHLORPHENOXAMINE HYDROCHLORIDE	5I159322PY	235422	None	None	None
SULFIRAM	1XHL4Q8P7Y	30206	None	None	None
BITOLTEROL	9KY0QXD6LI	19499	None	None	CHEBI_3133
BOS TAURUS HIP JOINT	Y8426REN4E	1310258	None	None	None
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) RECOMBINANT HEMAGGLUTININ ANTIGEN	1SE9Z7D2QR	1442166	None	None	None
DELAVIRDINE MESYLATE	421105KRQE	142152	None	None	None
FONAZINE	1FTA475ZDB	50138	None	None	None
PETROLATUM, LIQUID	T5L8T28FGP	6972	None	None	None
TABEBUIA IMPETIGINOSA BARK EXTRACT	6GLA1946WX	1310167	None	None	None
CARYA ILLINOINENSIS POLLEN	PYO4JR720Y	852272	None	None	None
4-ISOXAZOLECARBOXAMIDE, 5-METHYL-N-(4-(TRIFLUOROMETHYL)PHENYL)-	G162GK9U4W	27169	None	None	None
SUS SCROFA PLACENTA	C8CV8867O8	1311338	None	None	None
C12-16 PARETH-9	9DJ758090Y	1484852	None	None	None
JUNIPER TAR	1Q84T0P2G3	6086	None	None	None
SODIUM GLYCOLATE	B75E535IMI	1356762	None	None	None
MANGANESE PHOSPHATE, DIBASIC	VZ3U1H7Q5B	1313302	None	None	None
BLACK PEPPER OIL	U17J84S19Z	1309201	None	None	None
AVERRHOA CARAMBOLA LEAF	HB7UP0QK1T	1307642	None	None	None
MINIPRESS	X0Z7454B90	71515	None	None	None
ETHYLHEXYL ISONONANOATE	I6KB4GE3K4	1367139	None	None	None
IRIS VERSICOLOR ROOT	X43D4L3DQC	1333213	None	None	None
ESOMEPRAZOLE SODIUM	L2C9GWQ43H	1294569	None	None	None
SUCROSE STEARATE/PALMITATE ESTER (75% MONO ESTER)	L98X941W2B	1427042	None	None	None
KENALOG	F446C597KA	202877	None	None	None
HACKBERRY POLLEN	68R9X9Y96X	852324	None	None	None
CARBARIL	R890C8J3N1	9724	None	None	None
DOLICHOVESPULA ARENARIA VENOM PROTEIN	7PI26E943G	1297537	None	None	None
OXYPHENCYCLIMINE HCL	GWO1432WOU	91164	None	None	None
ARISAEMA DRACONTIUM ROOT EXTRACT	73BHJ429FF	1313734	None	None	None
ZINC ACETATE ANHYDROUS	H2ZEY72PME	1299637	None	None	None
PENTANOIC ACID, 5-(2,5-DIMETHYLPHENOXY)-2,2-DIMETHYL-	Q8X02027X3	4719	None	None	None
FLAREX	9I50C3I3OK	217134	None	None	None
PEGOXOL 7 STEARATE	3EW5AXE5X5	1367127	None	None	None
MAGNOLIA KOBUS BARK	54LVP49595	1312377	None	None	None
BENFLUOREX	403FO0NQG3	18880	None	None	None
RAXIBACUMAB	794PGL549S	1366567	None	None	None
PARTHENIUM HYSTEROPHORUS	151F45R21P	1432796	None	None	None
ACAI OIL	Z0W6766A2W	1309282	None	None	None
BRINE SHRIMP	3ID50N77DH	1370373	None	None	None
DICAPRYLYL MALEATE	OD88G8439L	1356765	None	None	None
BENZYLPENICILLOYL POLYLYSINE	76479814OY	19079	None	None	None
ACTIQ	MUN5LYG46H	215008	None	None	None
FLUPHENAZINE ENANTHATE	QSB34YF0W9	30129	None	None	None
SODIUM ARSENATE, DIBASIC, HEPTAHYDRATE	90ZQ7G407W	1364796	None	None	None
HEMLOCK	8N34F5Z76Y	285151	None	None	None
GIARDIA DUODENALIS	89IEJ09R73	1439028	None	None	None
BOTRYOGLOSSUM PLATYCARPUM	PTA4328M4Z	1331705	None	None	None
UNOPROSTONE ISOPROPYL	5M161S5O5P	135313	None	None	None
PHENYLISOTHIOCYANATE	0D58F84LSU	1368174	None	None	None
BENYLIN	TC2D6JAD40	151422	None	None	None
LAMINARIA SACCHARINA	68CMP2MB55	1356143	None	None	None
AMODIAQUINE	220236ED28	720	Amodiaquine	DB00613	CHEBI_2674
NOVOSEVEN	AC71R787OV	152867	None	None	None
OLSALAZINE SODIUM	Y7JEW0XG7I	104123	None	None	None
BABYBIG	X641Y30OA7	544492	None	None	None
1,8-NAPHTHYRIDINE-3-CARBOXYLIC ACID, 1-ETHYL-1,4-DIHYDRO-7-METHYL-4-OXO-	3B91HWA56M	7240	None	None	None
PRASUGREL HCL	G89JQ59I13	847020	None	None	None
DEXTROPROPOXYPHENE	S2F83W92TK	8785	None	None	CHEBI_51173
CETYL STEARATE	06RI5UQA7L	1425221	None	None	None
BELLIS PERENNIS	2HU33I03UY	1326077	None	None	None
ATAZANAVIR SULFATE	4MT4VIE29P	358299	None	None	None
PIMARICIN	8O0C852CPO	7268	None	None	None
CAMELLIA SINENSIS FLOWER EXTRACT	9I2BJY2J17	1309958	None	None	None
DIMETHICONOL (2000 CST)	T74O12AN6Y	1366232	None	None	None
ABELMOSCHUS ESCULENTUS SEED EXTRACT	1GJ68JL4J5	1437307	None	None	None
1-HEXADECENE	97T015M2UX	1313219	None	None	None
FAGUS SYLVATICA POLLEN	63218N1ZBI	1484981	None	None	None
CALCIUM UNDECYLENATE	77YW1RTU8V	89746	None	None	None
DAEMONOROPS DRACO RESIN	787Z7N9UCU	1420961	None	None	None
WATER, STERILE	059QF0KO0R	107129	None	None	None
CINNAMALDEHYDE	SR60A3XG0F	1368153	None	None	None
SODIUM NITROPRUSSIDE	EAO03PE1TC	9895	None	None	None
ERYTHROMYCIN ESTOLATE	XRJ2P631HP	4055	None	None	None
TILIA X EUROPAEA FLOWER	NHV2K1OUDH	1309823	None	None	None
HYPROMELLOSE PHTHALATE (24% PHTHALATE, 55 CST)	87Y6436BKR	1368890	None	None	None
SPRIX	4EVE5946BQ	992421	None	None	None
XYLOMETAZOLINE	WPY40FTH8K	39841	Xylometazoline	DB06694	None
NATTOKINASE	H81695M5OP	53553	None	None	None
CEPHALEXIN	OBN7UDS42Y	2231	None	None	None
AMYL NITRITE	22T8Z09XAK	742	None	None	CHEBI_55344
NONOXYNOL-30	JJX07DG188	1311559	None	None	None
EDETIC ACID	9G34HU7RV0	3755	Edetic Acid	DB00974	None
DISODIUM OLEAMIDO MIPA-SULFOSUCCINATE	0MBZ20845F	1366902	None	None	None
THIOPENTAL SODIUM	49Y44QZL70	282416	None	None	None
SAPHRIS	CU9463U2E2	859976	None	None	None
CASTOR CANADENSIS SCENT GLAND SECRETION	D0MH91LS9C	1371053	None	None	None
DECYLENE GLYCOL	S57M60MI88	1426901	None	None	None
HUMAN INTERLEUKIN-6 (NONGLYCOSYLATED)	92QVL9080Y	1427163	None	None	None
NALIDIXATE	3B91HWA56M	618425	None	None	None
SODIUM IOTHALAMATE (125I)	31J5U3Q9ZN	91537	None	None	None
CANNA INDICA ROOT EXTRACT	BZK836AQFQ	1307727	None	None	None
O-PHTHALALDEHYDE	4P8QP9768A	7602	None	None	None
AVENA SATIVA FLOWERING TOP EXTRACT	MA9CQJ3F7F	1309702	None	None	None
ACTINIDIA CHINENSIS ROOT EXTRACT	1L6O0O338I	1363985	None	None	None
PIGMENT RED 48	07XHK4SAV6	1426161	None	None	None
POLYESTRADIOL PHOSPHATE	P14877CDX2	34120	None	None	None
SEDIVET	876351L05K	1091923	None	None	None
BETAINE CITRATE	19JX795NXV	160460	None	None	None
ANTI-THYMOCYTE GLOBULIN (RABBIT)	D7RD81HE4W	107044	None	None	None
THYROSHIELD	1C4QK22F9J	723798	None	None	None
ROSA CANINA SEED	4503R1M9UT	1373728	None	None	None
ALUM,POTASSIUM	1L24V9R23S	221456	None	None	None
POTASSIUM SODIUM TARTRATE	QH257BPV3J	1311363	None	None	None
AMPROLIUM	95CO6N199Q	1006654	None	None	None
BOS TAURUS DANDER	C8VYS726O8	852256	None	None	None
ZOTEPINE	U29O83JAZW	40003	None	None	None
